,date,phong_ban,total_duration
2474,2021-03-13,wo_noc,10716.45
2476,2021-03-14,wo_noc,10198.2
2481,2021-03-15,wo_noc,9609.18
2486,2021-03-16,wo_noc,9298.26
2489,2021-03-17,wo_noc,9258.86
2494,2021-03-18,wo_noc,9013.27
2499,2021-03-19,wo_noc,10365.09
2502,2021-03-20,wo_noc,10400.3
2510,2021-03-21,wo_noc,10678.91
2513,2021-03-22,wo_noc,10649.85
2516,2021-03-23,wo_noc,9710.86
2521,2021-03-24,wo_noc,9750.98
2530,2021-03-25,wo_noc,9459.69
2533,2021-03-26,wo_noc,9626.18
2537,2021-03-27,wo_noc,10676.24
2543,2021-03-28,wo_noc,10326.81
2547,2021-03-29,wo_noc,10704.36
2552,2021-03-30,wo_noc,12123.04
2557,2021-03-31,wo_noc,12347.48
2564,2021-04-01,wo_noc,13148.76
2570,2021-04-02,wo_noc,12971.48
2573,2021-04-03,wo_noc,12029.82
2577,2021-04-04,wo_noc,12870.6
2584,2021-04-05,wo_noc,12152.61
2589,2021-04-06,wo_noc,11365.91
2591,2021-04-07,wo_noc,12001.43
2598,2021-04-08,wo_noc,12737.38
2601,2021-04-09,wo_noc,12160.81
2607,2021-04-10,wo_noc,10944.03
2614,2021-04-11,wo_noc,11860.73
2617,2021-04-12,wo_noc,12772.78
2619,2021-04-13,wo_noc,13338.01
2624,2021-04-14,wo_noc,13377.96
2628,2021-04-15,wo_noc,13796.26
2633,2021-04-16,wo_noc,13442.97
2637,2021-04-17,wo_noc,14279.82
2640,2021-04-18,wo_noc,14428.95
2645,2021-04-19,wo_noc,13321.65
2651,2021-04-20,wo_noc,14939.93
2654,2021-04-21,wo_noc,16938.26
2660,2021-04-22,wo_noc,16626.8
2666,2021-04-23,wo_noc,15529.27
2670,2021-04-24,wo_noc,14999.38
2678,2021-04-25,wo_noc,14840.97
2679,2021-04-26,wo_noc,14802.73
2688,2021-04-27,wo_noc,15001.74
2692,2021-04-28,wo_noc,14252.74
2697,2021-04-29,wo_noc,13753.19
2700,2021-04-30,wo_noc,14846.7
2707,2021-05-01,wo_noc,14690.96
2713,2021-05-02,wo_noc,14095.63
2718,2021-05-03,wo_noc,17072.04
2719,2021-05-04,wo_noc,20071.83
2728,2021-05-05,wo_noc,19639.69
2731,2021-05-06,wo_noc,17599.2
2734,2021-05-07,wo_noc,26884.77
2743,2021-05-08,wo_noc,31119.4
2746,2021-05-09,wo_noc,29275.74
2751,2021-05-10,wo_noc,29017.41
2756,2021-05-11,wo_noc,22759.77
2761,2021-05-12,wo_noc,21220.45
2765,2021-05-13,wo_noc,19827.6
2768,2021-05-14,wo_noc,21956.42
2774,2021-05-15,wo_noc,17819.52
2778,2021-05-16,wo_noc,15348.86
2782,2021-05-17,wo_noc,15421.35
2786,2021-05-18,wo_noc,15420.83
2788,2021-05-19,wo_noc,15138.03
2795,2021-05-20,wo_noc,14377.86
2800,2021-05-21,wo_noc,15069.93
2807,2021-05-22,wo_noc,14348.02
2808,2021-05-23,wo_noc,14069.45
2813,2021-05-24,wo_noc,12681.49
2818,2021-05-25,wo_noc,10980.07
2823,2021-05-26,wo_noc,10140.41
2827,2021-05-27,wo_noc,10632.06
2830,2021-05-28,wo_noc,10478.34
2832,2021-05-29,wo_noc,9922.19
2838,2021-05-30,wo_noc,10786.38
2842,2021-05-31,wo_noc,11720.44
2844,2021-06-01,wo_noc,14274.69
2851,2021-06-02,wo_noc,16785.68
2855,2021-06-03,wo_noc,16891.81
2858,2021-06-04,wo_noc,13586.57
2861,2021-06-05,wo_noc,12688.52
2867,2021-06-06,wo_noc,10588.78
2870,2021-06-07,wo_noc,9877.12
